full_text,filtered,cleaned,tokenize,normalisasi,sentiment_label,sentiment_score
@detikcom Ga guna in kurikulum merdeka kan,ga guna in kurikulum merdeka kan,ga guna in kurikulum merdeka,"['ga', 'guna', 'in', 'kurikulum', 'merdeka']",tidak guna di kurikulum merdeka,neutral,0.6227337121963501
Kalau boleh jujur kurikulum merdeka ini sangat amat bagus dalam pengembangan kreativitas/kerjasama/inisiatif siswa ga kayak jaman KTSP yg ilmu itu hanya satu arah tp memang perlu kajian ulang dlm beberapa aspek terutama bagaimana membuat siswa ada trigger utk 'Serius' sekolah,kalau boleh jujur kurikulum merdeka ini sangat amat bagus dalam pengembangan kreativitas kerjasama inisiatif siswa ga kayak jaman ktsp yg ilmu itu hanya satu arah tp memang perlu kajian ulang dlm beberapa aspek terutama bagaimana membuat siswa ada trigger utk serius sekolah,kalau boleh jujur kurikulum merdeka sangat amat bagus dalam kembang kreativitas kerjasama inisiatif siswa ga kayak jaman ktsp ilmu itu hanya satu arah memang perlu kaji ulang dlm beberapa aspek utama bagaimana buat siswa ada trigger utk serius sekolah,"['kalau', 'boleh', 'jujur', 'kurikulum', 'merdeka', 'sangat', 'amat', 'bagus', 'dalam', 'kembang', 'kreativitas', 'kerjasama', 'inisiatif', 'siswa', 'ga', 'kayak', 'jaman', 'ktsp', 'ilmu', 'itu', 'hanya', 'satu', 'arah', 'memang', 'perlu', 'kaji', 'ulang', 'dlm', 'beberapa', 'aspek', 'utama', 'bagaimana', 'buat', 'siswa', 'ada', 'trigger', 'utk', 'serius', 'sekolah']",kalau boleh jujur kurikulum merdeka sangat sekali bagus dalam kembang kreativitas kerjasama inisiatif siswa tidak seperti zaman ktsp ilmu itu hanya satu arah memang perlu kaji ulang dalam beberapa aspek utama bagaimana buat siswa ada trigger untuk serius sekolah,positive,0.9837682843208313
Well di lingkunganku kelihatan sih gap antara anak2 alumni KTSP dg Kurikulum 13/Merdeka. Anak2 robot (KTSP) bener2 jago di semua lintas ilmu. Gimana engga dulu buku paket sebanyak itu harus dikuasai belum buku2 LKS ,well di lingkunganku kelihatan sih gap antara anak alumni ktsp dg kurikulum merdeka anak robot ktsp bener jago di semua lintas ilmu gimana engga dulu buku paket sebanyak itu harus dikuasai belum buku lks,well lingkung lihat gap antara anak alumni ktsp kurikulum merdeka anak robot ktsp bener jago semua lintas ilmu gimana engga dulu buku paket banyak itu harus asai belum buku lks,"['well', 'lingkung', 'lihat', 'gap', 'antara', 'anak', 'alumni', 'ktsp', 'kurikulum', 'merdeka', 'anak', 'robot', 'ktsp', 'bener', 'jago', 'semua', 'lintas', 'ilmu', 'gimana', 'engga', 'dulu', 'buku', 'paket', 'banyak', 'itu', 'harus', 'asai', 'belum', 'buku', 'lks']",well lingkung lihat gap antara anak alumni ktsp kurikulum merdeka anak robot ktsp benar jago semua lintas ilmu gimana tidak dulu buku paket banyak itu harus asai belum buku lks,negative,0.9516000747680664
Gass kan pak dan buat di sekolah peserta didik juga diberi akmil. Daripada kurikulum merdeka P5 nya ga ngapa-ngapain disekolah ujung-ujungnya scrol video buat video joget nari tepuk tangan ice breaking sehat selalu pak presiden semoga Allah Ta'ala mempermudah urusan bapak,gass kan pak dan buat di sekolah peserta didik juga diberi akmil daripada kurikulum merdeka p nya ga ngapa ngapain disekolah ujung ujungnya scrol video buat video joget nari tepuk tangan ice breaking sehat selalu pak presiden semoga allah ta ala mempermudah urusan bapak,gass pak sekolah serta didik beri akmil daripada kurikulum merdeka p ga ngapa ngapain seko ujung ujung scrol video buat video joget nari tepuk tangan ice breaking sehat selalu pak presiden moga allah ta ala mudah urus bapak,"['gass', 'pak', 'sekolah', 'serta', 'didik', 'beri', 'akmil', 'daripada', 'kurikulum', 'merdeka', 'p', 'ga', 'ngapa', 'ngapain', 'seko', 'ujung', 'ujung', 'scrol', 'video', 'buat', 'video', 'joget', 'nari', 'tepuk', 'tangan', 'ice', 'breaking', 'sehat', 'selalu', 'pak', 'presiden', 'moga', 'allah', 'ta', 'ala', 'mudah', 'urus', 'bapak']",gas bapak sekolah serta didik beri akmil daripada kurikulum merdeka p tidak apa apa dari ujung ujung scrol video buat video joget nari tepuk tangan ice breaking sehat selalu bapak presiden moga allah ta ala mudah urus bapak,positive,0.5539166331291199
@cinnamongirlc efek kurikulum merdeka belajar aja gamau...,efek kurikulum merdeka belajar aja gamau,efek kurikulum merdeka ajar gamau,"['efek', 'kurikulum', 'merdeka', 'ajar', 'gamau']",efek kurikulum merdeka ajar gamau,neutral,0.9987180233001709
Daripada terlalu fokus pada dokumen dan laporan penerapan Kurikulum Merdeka sebaiknya lebih diarahkan pada fleksibilitas belajar yang sesungguhnya. Artinya perlu pengurangan beban administratif bagi guru agar mereka bisa lebih banyak meluangkan waktu untuk inovasi pengajaran ⬇️,daripada terlalu fokus pada dokumen dan laporan penerapan kurikulum merdeka sebaiknya lebih diarahkan pada fleksibilitas belajar yang sesungguhnya artinya perlu pengurangan beban administratif bagi guru agar mereka bisa lebih banyak meluangkan waktu untuk inovasi pengajaran,daripada terlalu fokus dokumen lapor terap kurikulum merdeka baik lebih arah fleksibilitas ajar sungguh arti perlu kurang beban administratif bagi guru agar mereka bisa lebih banyak luang untuk inovasi ajar,"['daripada', 'terlalu', 'fokus', 'dokumen', 'lapor', 'terap', 'kurikulum', 'merdeka', 'baik', 'lebih', 'arah', 'fleksibilitas', 'ajar', 'sungguh', 'arti', 'perlu', 'kurang', 'beban', 'administratif', 'bagi', 'guru', 'agar', 'mereka', 'bisa', 'lebih', 'banyak', 'luang', 'untuk', 'inovasi', 'ajar']",daripada terlalu fokus dokumen lapor terap kurikulum merdeka baik lebih arah fleksibilitas ajar sungguh arti perlu kurang beban administratif bagi guru agar mereka bisa lebih banyak luang untuk inovasi ajar,neutral,0.5552251935005188
@otakpelakuutama @saintsampoerna Dia pengen merdeka bang kayak kurikulum yg bikin bocah blangsak.,dia pengen merdeka bang kayak kurikulum yg bikin bocah blangsak,dia ken merdeka kayak kurikulum bikin bocah blangsak,"['dia', 'ken', 'merdeka', 'kayak', 'kurikulum', 'bikin', 'bocah', 'blangsak']",dia ken merdeka seperti kurikulum bikin anak blangsak,negative,0.9026755094528198
Rangkuman PAIBP Kelas 6 Kurikulum Merdeka Bab V Jasa Khulafaurrasyidin untuk Dunia #study #study https://t.co/7cPAwE5qHq,rangkuman paibp kelas kurikulum merdeka bab v jasa khulafaurrasyidin untuk dunia,rangkum paibp kelas kurikulum merdeka bab jasa khulafaurrasyidin untuk dunia,"['rangkum', 'paibp', 'kelas', 'kurikulum', 'merdeka', 'bab', 'jasa', 'khulafaurrasyidin', 'untuk', 'dunia']",rangkum paibp kelas kurikulum merdeka bab jasa khulafaurrasyidin untuk dunia,neutral,0.9977872371673584
Tapi aku baru tau di kurikulum merdeka tuh ada kegiatan jualan kek bikin bazar di sekolah. Itu lumayan bagus sih adek ku yg emang ada jiwa wirausaha jadi eksplor minat dia dalam hal berniaga dan jadi ga malu buat jualan di sekolah,tapi aku baru tau di kurikulum merdeka tuh ada kegiatan jualan kek bikin bazar di sekolah itu lumayan bagus sih adek ku yg emang ada jiwa wirausaha jadi eksplor minat dia dalam hal berniaga dan jadi ga malu buat jualan di sekolah,tapi aku baru tau kurikulum merdeka ada giat jual bikin bazar sekolah itu lumayan bagus adek ku emang ada jiwa wirausaha jadi eksplor minat dia dalam hal niaga jadi ga malu jual sekolah,"['tapi', 'aku', 'baru', 'tau', 'kurikulum', 'merdeka', 'ada', 'giat', 'jual', 'bikin', 'bazar', 'sekolah', 'itu', 'lumayan', 'bagus', 'adek', 'ku', 'emang', 'ada', 'jiwa', 'wirausaha', 'jadi', 'eksplor', 'minat', 'dia', 'dalam', 'hal', 'niaga', 'jadi', 'ga', 'malu', 'jual', 'sekolah']",tapi aku baru tau kurikulum merdeka ada giat jual bikin bazar sekolah itu lumayan bagus adik ku memang ada jiwa wirausaha jadi eksplor minat dia dalam hal niaga jadi tidak malu jual sekolah,positive,0.997647225856781
@pranoto_endroo Ini yg namanya merdeka belajar dari kurikulum merdeka. Siswa yg punya bakat negatif pun harus dimerdekakan diberikan kesempatan seluas-luasnya utk mengembangkan bakatnya. Tujuan mulyono lewat madien Karomin memang utk merusak dunia pendidikan.,ini yg namanya merdeka belajar dari kurikulum merdeka siswa yg punya bakat negatif pun harus dimerdekakan diberikan kesempatan seluas luasnya utk mengembangkan bakatnya tujuan mulyono lewat madien karomin memang utk merusak dunia pendidikan,nama merdeka ajar kurikulum merdeka siswa yg punya bakat negatif harus merdeka beri sempat luas luas utk kembang bakat tuju mulyono lewat madien karomin utk rusak dunia didik,"['nama', 'merdeka', 'ajar', 'kurikulum', 'merdeka', 'siswa', 'yg', 'punya', 'bakat', 'negatif', 'harus', 'merdeka', 'beri', 'sempat', 'luas', 'luas', 'utk', 'kembang', 'bakat', 'tuju', 'mulyono', 'lewat', 'madien', 'karomin', 'utk', 'rusak', 'dunia', 'didik']",nama merdeka ajar kurikulum merdeka siswa yang punya bakat negatif harus merdeka beri sempat luas luas untuk kembang bakat tuju mulyono lewat madien karomin untuk rusak dunia didik,neutral,0.6608118414878845
@QuoteAja Efek kurikulum merdeka belajar/sekolah jalur covid,efek kurikulum merdeka belajar sekolah jalur covid,efek kurikulum merdeka ajar sekolah jalur covid,"['efek', 'kurikulum', 'merdeka', 'ajar', 'sekolah', 'jalur', 'covid']",efek kurikulum merdeka ajar sekolah jalur covid,neutral,0.9988435506820679
pas SD di solo yg sekolah IB tp masih pake sisipan kurikulum merdeka adekku ngerasa paling jago di mapel bahasa inggris. begitu pindah ke sekolah inter kurikulum cambridge mtk adekku ketinggalan bgt sm temen2nya &amp; dia ngerasa bahasa inggris di sekolah barunya susah bgt,pas sd di solo yg sekolah ib tp masih pake sisipan kurikulum merdeka adekku ngerasa paling jago di mapel bahasa inggris begitu pindah ke sekolah inter kurikulum cambridge mtk adekku ketinggalan bgt sm temen nya amp dia ngerasa bahasa inggris di sekolah barunya susah bgt,sd solo sekolah ib masih pake sisip kurikulum merdeka adekku ngerasa paling jago mapel bahasa inggris begitu pindah sekolah inter kurikulum cambridge mtk adekku tinggal bgt temen amp dia ngerasa bahasa inggris sekolah baru susah bgt,"['sd', 'solo', 'sekolah', 'ib', 'masih', 'pake', 'sisip', 'kurikulum', 'merdeka', 'adekku', 'ngerasa', 'paling', 'jago', 'mapel', 'bahasa', 'inggris', 'begitu', 'pindah', 'sekolah', 'inter', 'kurikulum', 'cambridge', 'mtk', 'adekku', 'tinggal', 'bgt', 'temen', 'amp', 'dia', 'ngerasa', 'bahasa', 'inggris', 'sekolah', 'baru', 'susah', 'bgt']",sd solo sekolah ib masih pakai sisip kurikulum merdeka adekku ngerasa paling jago mapel bahasa inggris begitu pindah sekolah inter kurikulum cambridge matematika adekku tinggal sekali teman amp dia ngerasa bahasa inggris sekolah baru susah sekali,negative,0.5658450722694397
awal tahun ini pas nyariin sekolah gendhis (dia pindah sekolah) buat SD &amp; planning SMP yg selalu ditanya sm omku adalah kurikulumnya apa? kalo 100% pake kurikulum merdeka lgsg auto blacklist,awal tahun ini pas nyariin sekolah gendhis dia pindah sekolah buat sd amp planning smp yg selalu ditanya sm omku adalah kurikulumnya apa kalo pake kurikulum merdeka lgsg auto blacklist,awal tahun pas nyariin sekolah gendhis dia pindah sekolah sd planning smp selalu tanya om adalah kurikulum apa kalo pake kurikulum merdeka lgsg auto blacklist,"['awal', 'tahun', 'pas', 'nyariin', 'sekolah', 'gendhis', 'dia', 'pindah', 'sekolah', 'sd', 'planning', 'smp', 'selalu', 'tanya', 'om', 'adalah', 'kurikulum', 'apa', 'kalo', 'pake', 'kurikulum', 'merdeka', 'lgsg', 'auto', 'blacklist']",awal tahun pas nyariin sekolah gendhis dia pindah sekolah sd planning smp selalu tanya om adalah kurikulum apa kalau pakai kurikulum merdeka langsung auto blacklist,negative,0.9510826468467712
Beginilah korban kurikulum merdeka belajar. Mrk ga punya kemampuan utk memahami suatu teks. Semua salah siapa? Ya salah Nadiem. Aku yakin tu mrk umur2 anak2 sekolah pas pandemi.,beginilah korban kurikulum merdeka belajar mrk ga punya kemampuan utk memahami suatu teks semua salah siapa ya salah nadiem aku yakin tu mrk umur anak sekolah pas pandemi,begini korban kurikulum merdeka ajar mrk ga punya mampu utk paham suatu teks semua salah siapa salah nadiem aku yakin mrk umur anak sekolah pandemi,"['begini', 'korban', 'kurikulum', 'merdeka', 'ajar', 'mrk', 'ga', 'punya', 'mampu', 'utk', 'paham', 'suatu', 'teks', 'semua', 'salah', 'siapa', 'salah', 'nadiem', 'aku', 'yakin', 'mrk', 'umur', 'anak', 'sekolah', 'pandemi']",begini korban kurikulum merdeka ajar mrk tidak punya mampu untuk paham suatu teks semua salah siapa salah nadiem aku yakin mrk umur anak sekolah pandemi,negative,0.9993498921394348
Setelah liat bionya oh fans celana baru. Pasti korban kurikulum merdeka. Belajar yg rajin ya dek,setelah liat bionya oh fans celana baru pasti korban kurikulum merdeka belajar yg rajin ya dek,telah liat bionya fans celana baru pasti korban kurikulum merdeka ajar rajin dek,"['telah', 'liat', 'bionya', 'fans', 'celana', 'baru', 'pasti', 'korban', 'kurikulum', 'merdeka', 'ajar', 'rajin', 'dek']",telah lihat bionya fans celana baru pasti korban kurikulum merdeka ajar rajin dik,neutral,0.7691513895988464
@wonlightgyu Aku yakin tu umurnya umur2 korban kurikulum merdeka belajar. Jadi kemampuan literasinya kurang hehe.,aku yakin tu umurnya umur korban kurikulum merdeka belajar jadi kemampuan literasinya kurang hehe,aku yakin umur umur korban kurikulum merdeka ajar jadi mampu literasinya kurang,"['aku', 'yakin', 'umur', 'umur', 'korban', 'kurikulum', 'merdeka', 'ajar', 'jadi', 'mampu', 'literasinya', 'kurang']",aku yakin umur umur korban kurikulum merdeka ajar jadi mampu literasinya kurang,negative,0.8215758204460144
Hasil kurikulum merdeka nadim tolol.,hasil kurikulum merdeka nadim tolol,hasil kurikulum merdeka nadim tolol,"['hasil', 'kurikulum', 'merdeka', 'nadim', 'tolol']",hasil kurikulum merdeka nadim bodoh,negative,0.9991791844367981
@sapoe_rhegel @bacottetangga__ Tolol banget generasi kurikulum merdeka hahahahah,tolol banget generasi kurikulum merdeka hahahahah,tolol generasi kurikulum merdeka hahahahah,"['tolol', 'generasi', 'kurikulum', 'merdeka', 'hahahahah']",bodoh generasi kurikulum merdeka hahahahah,negative,0.9994468092918396
@txtdrMagelang Mesti alumni kurikulum merdeka sih ini ,mesti alumni kurikulum merdeka sih ini,mesti alumni kurikulum merdeka ini,"['mesti', 'alumni', 'kurikulum', 'merdeka', 'ini']",mesti alumni kurikulum merdeka ini,neutral,0.9984287619590759
@eradotid jelas jebolan kurikulum merdeka ki mendo !!,jelas jebolan kurikulum merdeka ki mendo,jelas jebol kurikulum merdeka ki mendo,"['jelas', 'jebol', 'kurikulum', 'merdeka', 'ki', 'mendo']",jelas jebol kurikulum merdeka ki mendo,negative,0.9952293634414673
@Abe_Mukti Saya dari kudus pak tetangga desa pak Mu'thi. ingin titip pesan mohon jangan tergiur untuk mengganti kurikulum pak mari dimatangkan dulu kurikulum merdeka mungkin dgn beberapa perombakan seperti mengembalikan UN. dan mohon titip materi ditambahkan digital skill pda anak pak,saya dari kudus pak tetangga desa pak mu thi ingin titip pesan mohon jangan tergiur untuk mengganti kurikulum pak mari dimatangkan dulu kurikulum merdeka mungkin dgn beberapa perombakan seperti mengembalikan un dan mohon titip materi ditambahkan digital skill pda anak pak,saya kudus pak tetangga desa pak mu thi ingin titip pesan mohon jangan giur untuk ganti kurikulum pak mari matang dulu kurikulum merdeka mungkin beberapa ombak seperti kembali un mohon titip materi tambah digital skill pda anak pak,"['saya', 'kudus', 'pak', 'tetangga', 'desa', 'pak', 'mu', 'thi', 'ingin', 'titip', 'pesan', 'mohon', 'jangan', 'giur', 'untuk', 'ganti', 'kurikulum', 'pak', 'mari', 'matang', 'dulu', 'kurikulum', 'merdeka', 'mungkin', 'beberapa', 'ombak', 'seperti', 'kembali', 'un', 'mohon', 'titip', 'materi', 'tambah', 'digital', 'skill', 'pda', 'anak', 'pak']",aku kudus bapak tetangga desa bapak mu thi ingin titip pesan mohon jangan giur untuk ganti kurikulum bapak mari matang dulu kurikulum merdeka mungkin beberapa ombak seperti kembali un mohon titip materi tambah digital skill pada anak bapak,neutral,0.9979795813560486
@BuzzerShestar Dan sedihnya yg selalu disalahkan guru Padahal kurikulum merdeka itu hanya berhasil kalau semua pihak ikut andil. Gue bukan guru btw tapi jujur agak takut nyekolahkan anak dengan kurikulum merdeka ini. Takut anakku berteman dengan anak dari ortu2 dengan sdm rendah.,dan sedihnya yg selalu disalahkan guru padahal kurikulum merdeka itu hanya berhasil kalau semua pihak ikut andil gue bukan guru btw tapi jujur agak takut nyekolahkan anak dengan kurikulum merdeka ini takut anakku berteman dengan anak dari ortu dengan sdm rendah,sedih selalu salah guru padahal kurikulum merdeka itu hanya hasil kalau semua pihak ikut andil bukan guru btw tapi jujur agak takut nyekolahkan anak dengan kurikulum merdeka takut anak teman dengan anak ortu dengan sdm rendah,"['sedih', 'selalu', 'salah', 'guru', 'padahal', 'kurikulum', 'merdeka', 'itu', 'hanya', 'hasil', 'kalau', 'semua', 'pihak', 'ikut', 'andil', 'bukan', 'guru', 'btw', 'tapi', 'jujur', 'agak', 'takut', 'nyekolahkan', 'anak', 'dengan', 'kurikulum', 'merdeka', 'takut', 'anak', 'teman', 'dengan', 'anak', 'ortu', 'dengan', 'sdm', 'rendah']",sedih selalu salah guru padahal kurikulum merdeka itu hanya hasil kalau semua pihak ikut andil bukan guru omong tapi jujur agak takut nyekolahkan anak dengan kurikulum merdeka takut anak teman dengan anak orang tua dengan sdm rendah,negative,0.9994851350784302
@BuzzerShestar Dan jangan salah walaupun beberapa orang tua sudah memotivasi anaknya tetapi karena di lingkungan sekolah banyak anak yang bodo amat ya si anak yang dimotivasi orang tua akan ikutan kurang motivasi lagi. Makanya kurikulum merdeka ini baik hasilnya hanya di beberapa sekolah,dan jangan salah walaupun beberapa orang tua sudah memotivasi anaknya tetapi karena di lingkungan sekolah banyak anak yang bodo amat ya si anak yang dimotivasi orang tua akan ikutan kurang motivasi lagi makanya kurikulum merdeka ini baik hasilnya hanya di beberapa sekolah,jangan salah walaupun beberapa orang tua sudah motivasi anak tetapi lingkung sekolah banyak anak bodo amat si anak motivasi orang tua akan ikut kurang motivasi makanya kurikulum merdeka baik hasil hanya di beberapa sekolah,"['jangan', 'salah', 'walaupun', 'beberapa', 'orang', 'tua', 'sudah', 'motivasi', 'anak', 'tetapi', 'lingkung', 'sekolah', 'banyak', 'anak', 'bodo', 'amat', 'si', 'anak', 'motivasi', 'orang', 'tua', 'akan', 'ikut', 'kurang', 'motivasi', 'makanya', 'kurikulum', 'merdeka', 'baik', 'hasil', 'hanya', 'di', 'beberapa', 'sekolah']",jangan salah walaupun beberapa orang tua sudah motivasi anak tetapi lingkung sekolah banyak anak bodoh sekali si anak motivasi orang tua akan ikut kurang motivasi makanya kurikulum merdeka baik hasil hanya di beberapa sekolah,negative,0.9988699555397034
@BuzzerShestar Kurikulum merdeka bagus kalau semua pihak ikut andil. Guru - siswa - orang tua. Masalahnya adalah orang tua bodo dan nyerahkan semua ke guru siswa juga bodo amat karna sudah merasa sangat aman pasti naik kelas dan lulus. Jadi emang perlu dipaksa dengan UN,kurikulum merdeka bagus kalau semua pihak ikut andil guru siswa orang tua masalahnya adalah orang tua bodo dan nyerahkan semua ke guru siswa juga bodo amat karna sudah merasa sangat aman pasti naik kelas dan lulus jadi emang perlu dipaksa dengan un,kurikulum merdeka bagus kalau semua pihak ikut andil guru siswa orang tua masalah adalah orang tua bodo nyerahkan semua guru siswa bodo amat karna sudah rasa sangat aman pasti naik kelas lulus jadi emang perlu paksa dengan un,"['kurikulum', 'merdeka', 'bagus', 'kalau', 'semua', 'pihak', 'ikut', 'andil', 'guru', 'siswa', 'orang', 'tua', 'masalah', 'adalah', 'orang', 'tua', 'bodo', 'nyerahkan', 'semua', 'guru', 'siswa', 'bodo', 'amat', 'karna', 'sudah', 'rasa', 'sangat', 'aman', 'pasti', 'naik', 'kelas', 'lulus', 'jadi', 'emang', 'perlu', 'paksa', 'dengan', 'un']",kurikulum merdeka bagus kalau semua pihak ikut andil guru siswa orang tua masalah adalah orang tua bodoh nyerahkan semua guru siswa bodoh sekali karena sudah rasa sangat aman pasti naik kelas lulus jadi memang perlu paksa dengan un,negative,0.9993818998336792
@BuzzerShestar Yang beli kunci jawaban berarti goblok kan? Kalo emng mampu ngerjain sih kunci jawaban ya gak perlu. Ya kali mau gak bisa baca tulis tetep naik kelas. Capek guru smp yang harus ngajarin ulang baca tulis lagi ke murid smp hasil kurikulum merdeka yang harusnya udah bisa dari sd.,yang beli kunci jawaban berarti goblok kan kalo emng mampu ngerjain sih kunci jawaban ya gak perlu ya kali mau gak bisa baca tulis tetep naik kelas capek guru smp yang harus ngajarin ulang baca tulis lagi ke murid smp hasil kurikulum merdeka yang harusnya udah bisa dari sd,beli kunci jawab arti goblok kalo emng mampu ngerjain kunci jawab gak perlu kali gak bisa baca tulis tetep naik kelas capek guru smp harus ngajarin ulang baca tulis ke murid smp hasil kurikulum merdeka harus udah bisa sd,"['beli', 'kunci', 'jawab', 'arti', 'goblok', 'kalo', 'emng', 'mampu', 'ngerjain', 'kunci', 'jawab', 'gak', 'perlu', 'kali', 'gak', 'bisa', 'baca', 'tulis', 'tetep', 'naik', 'kelas', 'capek', 'guru', 'smp', 'harus', 'ngajarin', 'ulang', 'baca', 'tulis', 'ke', 'murid', 'smp', 'hasil', 'kurikulum', 'merdeka', 'harus', 'udah', 'bisa', 'sd']",beli kunci jawab arti goblok kalau memang mampu ngerjain kunci jawab tidak perlu kali tidak bisa baca tulis tetap naik kelas kesal guru smp harus ngajarin ulang baca tulis ke siswa smp hasil kurikulum merdeka harus sudah bisa sd,negative,0.9977758526802063
@SoundOfYogi Yg bikin ngg masuk akal di kurikulum merdeka itu adalah ipa diajarkan di semester yg berbeda. Ipa semester 1 semester 2 ips. Aneehh,yg bikin ngg masuk akal di kurikulum merdeka itu adalah ipa diajarkan di semester yg berbeda ipa semester semester ips aneehh,bikin ngg masuk akal kurikulum merdeka itu adalah ipa ajar semester beda ipa semester semester ips aneehh,"['bikin', 'ngg', 'masuk', 'akal', 'kurikulum', 'merdeka', 'itu', 'adalah', 'ipa', 'ajar', 'semester', 'beda', 'ipa', 'semester', 'semester', 'ips', 'aneehh']",bikin tidak masuk akal kurikulum merdeka itu adalah ipa ajar semester beda ipa semester semester ips aneehh,neutral,0.8604230880737305
@SoundOfYogi BAGUSSSS. BETTER DARIPADA KURIKULUM MERDEKA. Yang guru pasti tau org tua pasti tau mumetnya kurikulum merdrka yg gaada UN itu dan gurunya sibuk administrasi drpd ngajar,bagussss better daripada kurikulum merdeka yang guru pasti tau org tua pasti tau mumetnya kurikulum merdrka yg gaada un itu dan gurunya sibuk administrasi drpd ngajar,bagussss better daripada kurikulum merdeka guru pasti tau tua pasti tau mumet kurikulum merdrka gaada un itu guru sibuk administrasi drpd ngajar,"['bagussss', 'better', 'daripada', 'kurikulum', 'merdeka', 'guru', 'pasti', 'tau', 'tua', 'pasti', 'tau', 'mumet', 'kurikulum', 'merdrka', 'gaada', 'un', 'itu', 'guru', 'sibuk', 'administrasi', 'drpd', 'ngajar']",bagussss better daripada kurikulum merdeka guru pasti tau tua pasti tau mumet kurikulum merdrka tidak ada un itu guru sibuk administrasi daripada ngajar,negative,0.9432063102722168
@eradotid Baru lulus Kurikulum Merdeka ya Minra?,baru lulus kurikulum merdeka ya minra,baru lulus kurikulum merdeka minra,"['baru', 'lulus', 'kurikulum', 'merdeka', 'minra']",baru lulus kurikulum merdeka minra,neutral,0.9987947940826416
@kegblgnunfaedh Duuuh masih aja mukul2.. Inget.. skrg kurikulum merdeka.. Mereka merdeka gak belajar.. Jadi fokus yg mau belajar.. Yg gk mau belajar yasudah tinggalin aja.. daripada emosi sendiri.. Fokus ke 10 anak yg mau belajar dan membiarkan 20 anak maunya main lbh baik daripada dipenjara..,duuuh masih aja mukul inget skrg kurikulum merdeka mereka merdeka gak belajar jadi fokus yg mau belajar yg gk mau belajar yasudah tinggalin aja daripada emosi sendiri fokus ke anak yg mau belajar dan membiarkan anak maunya main lbh baik daripada dipenjara,duuuh masih mukul inget skrg kurikulum merdeka mereka merdeka gak ajar jadi fokus ajar gk mau ajar yasudah tinggalin daripada emosi sendiri fokus anak mau ajar biar anak mau main lbh baik daripada penjara,"['duuuh', 'masih', 'mukul', 'inget', 'skrg', 'kurikulum', 'merdeka', 'mereka', 'merdeka', 'gak', 'ajar', 'jadi', 'fokus', 'ajar', 'gk', 'mau', 'ajar', 'yasudah', 'tinggalin', 'daripada', 'emosi', 'sendiri', 'fokus', 'anak', 'mau', 'ajar', 'biar', 'anak', 'mau', 'main', 'lbh', 'baik', 'daripada', 'penjara']",duuuh masih mukul ingat sekarang kurikulum merdeka mereka merdeka tidak ajar jadi fokus ajar tidak mau ajar yasudah tinggalin daripada emosi sendiri fokus anak mau ajar biar anak mau main lebih baik daripada penjara,negative,0.9989262223243713
Sempet ngobrol dg org sana yg di bg pendk usia dini n dasar. Memang perubahannya lebih ke karakternya bukan nilai pelajaran. Kurikulum merdeka utk menyesuaikan sekolah itu menentukan kurikulum yg diperlukan. ((Gue angguk2 aja krn blm tau daftarin skolah anak kyk gmn)),sempet ngobrol dg org sana yg di bg pendk usia dini n dasar memang perubahannya lebih ke karakternya bukan nilai pelajaran kurikulum merdeka utk menyesuaikan sekolah itu menentukan kurikulum yg diperlukan gue angguk aja krn blm tau daftarin skolah anak kyk gmn,sempet ngobrol org sana di bg pendk usia dini n dasar ubah lebih karakter bukan nilai ajar kurikulum merdeka utk sesuai sekolah itu tentu kurikulum perlu angguk krn blm tau daftarin skolah anak gmn,"['sempet', 'ngobrol', 'org', 'sana', 'di', 'bg', 'pendk', 'usia', 'dini', 'n', 'dasar', 'ubah', 'lebih', 'karakter', 'bukan', 'nilai', 'ajar', 'kurikulum', 'merdeka', 'utk', 'sesuai', 'sekolah', 'itu', 'tentu', 'kurikulum', 'perlu', 'angguk', 'krn', 'blm', 'tau', 'daftarin', 'skolah', 'anak', 'gmn']",sempet ngobrol orang sana di bg pendk usia dini n dasar ubah lebih karakter bukan nilai ajar kurikulum merdeka untuk sesuai sekolah itu tentu kurikulum perlu angguk karena blm tau daftarin sekolah anak bagaimana,negative,0.5557965040206909
@uhuynihh @iam_jellal @b3b3t_ @SoundOfYogi Intinya dia cuman mau bilang kurikulum nadiem gagal bang. Tapi sejujurnya menurutku bagus kok kurikulumnya. Kalo di perkuliahan bagusnya di merdeka kampus belajar,intinya dia cuman mau bilang kurikulum nadiem gagal bang tapi sejujurnya menurutku bagus kok kurikulumnya kalo di perkuliahan bagusnya di merdeka kampus belajar,inti dia cuman bilang kurikulum nadiem gagal tapi jujur turut bagus kurikulum kalo kuliah bagus merdeka kampus ajar,"['inti', 'dia', 'cuman', 'bilang', 'kurikulum', 'nadiem', 'gagal', 'tapi', 'jujur', 'turut', 'bagus', 'kurikulum', 'kalo', 'kuliah', 'bagus', 'merdeka', 'kampus', 'ajar']",inti dia hanya bilang kurikulum nadiem gagal tapi jujur turut bagus kurikulum kalau kuliah bagus merdeka kampus ajar,negative,0.8430089354515076
@pasifisstate hasil dr kurikulum merdeka otaknya yg terjajah (sm tiktok),hasil dr kurikulum merdeka otaknya yg terjajah sm tiktok,hasil kurikulum merdeka otak jajah tiktok,"['hasil', 'kurikulum', 'merdeka', 'otak', 'jajah', 'tiktok']",hasil kurikulum merdeka otak jajah tiktok,neutral,0.9978681802749634
